business_id,year,month,extract_type,cash,cash_in,cash_out,current_balance,savings_balance,other_credit_available,credit_card_balances,num_of_payments_made,num_of_payments_received
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",1994567393.71,16927050059.56,22024117637.13,1392974105.54,68534267.52,8015897.73,-7195477.43,11284.54,8153.27
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",2279030269.26,13035554859.11,27386602936.46,414033488.27,78841960.02,1191474.74,-7466007.09,5396.30,6428.11
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",1516616154.62,21117618341.95,7580971281.84,2876631342.54,-160227.01,-2298384.78,1027136.12,12293.29,10110.90
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",2295738298.69,20023381714.44,25354985876.25,2837964620.26,9985469.66,8608308.00,-5463816.07,7567.67,7582.87
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",637780456.73,17158197378.51,16854858699.31,1256735980.65,-9705490.65,323410.19,-4242248.82,11116.75,9997.46
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",286511847.81,15788033581.17,23063593419.38,2802465388.94,-51522279.70,10550280.59,-8567294.72,558.72,5954.20
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",1327875046.68,4598335117.80,15135826856.57,2549037364.83,171749.14,4943974.95,-9030431.38,8669.25,3780.93
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",2400539732.88,2117633041.54,26227388708.14,2465862171.07,31695018.76,-5625907.03,-5050531.45,9176.22,5125.20
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",727886415.76,12125405817.37,5650817278.78,2610202480.36,-21544032.77,10447372.89,-1407379.52,7097.26,4731.74
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",-125960106.81,17112647548.77,15117421411.12,590453969.28,59259424.70,3513563.32,-3309806.77,11974.39,706.65
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",65408075.65,8284494344.12,12517695915.54,985945333.91,-46875225.48,-3696942.92,-7839256.13,6935.46,6395.07
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",324313715.97,17199714900.63,13836693899.99,1231025311.60,-48568217.91,6639527.22,838851.60,13944.15,2892.38
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",709849362.98,22571637633.89,21283633238.13,81477604.19,-9155721.29,3953887.02,-4274999.37,8818.25,2151.34
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",1179355565.29,12084622429.17,10974266931.32,1713249705.80,40625630.10,57045.80,-6731501.43,13857.31,4051.66
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",2926013774.71,30073646572.75,27639617103.92,1134757694.64,31449780.48,10388514.44,-914492.06,12969.90,6205.65
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,9,"MONTHLY_CASH",1398556779.23,1622313756.47,12352986195.82,391344187.45,86575865.07,-828994.93,-5538976.38,8868.84,12182.03
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2093539637.40,24665821821.99,17620182312.81,2751374501.93,-32398270.38,-6649971.54,-5095251.82,1019.14,10056.79
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",824465526.84,10962737464.78,3396529037.90,922066151.21,40023095.58,-5174879.86,-1713956.62,10944.74,4402.33
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",90899956.55,17715497028.50,11805622754.73,43430030.64,-15189396.21,904011.84,-1979099.03,2783.03,7782.02
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",186205222.17,7060175654.17,5577469335.73,1246271275.76,-44240489.83,-2636766.40,-8159461.42,4581.88,13036.77
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",544512923.29,19187179876.70,14401139788.53,1170118889.42,40113883.98,1772531.59,-7754053.68,1649.58,1677.21
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2386342464.59,28869657288.54,7988272979.45,1695872417.14,-2377913.22,-4854020.38,-9565927.12,10141.49,12546.25
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2963997138.17,29221748849.41,12214714323.67,2202477922.67,13503386.99,2201084.56,-6502966.69,12691.94,6832.67
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2739297808.02,23884885705.42,4692480592.85,974388944.62,66147061.66,6592592.76,-7632571.51,1794.88,11951.15
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2881318499.83,11811164458.28,6420317424.71,2396893968.11,76539289.72,1769245.19,-4877575.43,12917.16,4396.04
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2116078499.28,24092903097.39,8184394534.04,1995011739.38,29028928.41,-5221299.45,-9461708.65,1451.65,11574.94
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2129492011.23,895741079.56,17496546525.78,1730357936.22,86837110.34,-23883.24,-5933415.71,8316.74,4938.61
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2914721705.61,4794000042.81,27989167969.92,116288357.79,964725.47,7242949.91,-2945343.35,3586.63,1730.81
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2484215756.40,8652295374.40,8247512459.00,1102477713.11,11836048.05,7600241.99,-6004627.08,8418.21,12155.43
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2214747558.45,4371736986.55,24211796711.09,1301787058.30,11739330.42,5462733.41,438575.60,8014.05,11617.56
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",98525663.99,4131794594.12,22885949104.67,891940198.16,48239602.97,-3246238.51,-4257359.13,3883.69,10870.82
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",60469797.64,24425287092.23,8685783512.33,258201479.63,-32835254.82,444121.06,-9142934.99,9175.42,9681.25
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",1661556266.15,18555037034.43,24458023711.27,1805414426.39,11912165.00,-1428429.74,-617112.78,15327.67,10135.67
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",1188386802.34,2446908625.52,3953920597.14,996556902.84,79152112.45,7541962.81,-3484041.66,14032.08,7893.68
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",1502158410.15,2175374015.23,6360139768.13,2963514911.47,79794640.20,2891483.32,-3406389.91,8077.84,4907.62
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",2021,11,"MONTHLY_CASH",2949450718.65,644065569.20,24066485259.85,2006253432.74,94756858.41,2254590.16,-4218320.51,14506.25,10507.97
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1802381034.07,10206757445.19,6348388519.13,240659332.15,-10118066.98,12007166.56,-6230178.11,13685.19,6951.49
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",-62552647.67,28519850730.53,25584476016.71,1996758587.19,-17762305.49,-3949238.70,-3542669.02,54.06,2375.30
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1001266984.60,7593107711.69,25569733937.13,2930050413.39,16438330.82,9852766.01,-719920.33,2132.28,2876.23
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1635781767.38,15214528265.69,7186669982.05,2266306379.33,51951809.02,11781843.08,1387552.10,7466.49,2869.66
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1885749061.12,20701325118.68,9419166559.30,1866988937.95,1592605.61,7763780.51,-4821857.31,6483.12,11254.10
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",950980931.10,7562995118.35,8864378681.98,2786560086.32,52744925.32,4237460.12,-1204441.37,8473.59,9036.16
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",-41195075.44,13729663860.15,24398581674.95,800559161.47,-26669799.47,7593908.41,-723306.14,7760.61,6303.42
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",-118737477.44,7630610302.95,14851980296.74,1409860677.09,87006052.00,11091270.39,-7592237.05,1969.34,8727.09
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",2251198444.01,9892239201.65,25426037637.09,2381210739.80,50653658.60,3904371.55,-2967946.52,1161.14,5971.21
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1006474667.55,18814405432.16,22099559354.90,1252995462.09,-34204668.59,5858229.87,-512619.68,6276.26,1902.53
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1377794450.47,24376388810.39,29969788050.23,294631437.42,-25727752.76,-3258939.78,-3762863.22,9316.26,4094.26
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",587551115.15,2836697400.83,29953167892.40,1948394495.11,12706448.30,2089057.43,-1538946.85,4743.73,5097.88
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1578284536.11,24460259488.47,26943654920.22,1005887115.53,-29238302.98,-2666172.15,-3660029.12,6536.28,8710.57
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",774697454.98,28002302146.31,28876393003.77,2097152776.00,60346122.27,-5458231.86,-2992269.40,7182.65,142.71
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1642281466.67,1626635986.13,21180207415.10,344171523.93,30788212.04,-4317052.68,-2001495.13,496.37,9967.39
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1891668270.36,5400176509.62,5118982826.42,1299152380.90,16593598.62,52420.77,-2373563.25,12236.81,8940.53
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",705235936.64,30864000555.01,14673636974.60,2904310306.51,40593198.49,5642445.94,-5227395.71,15135.93,2509.33
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",1622484483.73,14229490630.13,1523380008.74,1804007414.12,47087710.64,3518475.18,-3200148.89,11122.06,10023.82
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",383114429.50,6139689145.80,13478137630.44,1987444011.77,96109437.04,10985922.28,-7575322.81,13456.51,7850.89
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,2,"OBAL_CASH",2353677177.88,30340074814.31,19121020001.05,930693764.34,-16961325.92,-3525505.48,-767960.09,6589.50,7556.87
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1181441240.51,27396880070.35,25696605456.58,238988025.01,24474749.81,11409412.68,-6664527.10,8613.76,7157.42
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",205676085.36,27098448637.41,9575158067.92,853672276.99,-5668818.46,9168203.72,1722701.12,5832.38,8191.88
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1798743476.85,24049485975.24,11442275214.03,694564303.82,72739659.23,2644260.53,-4430203.38,6319.39,10079.30
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",2564908948.24,2079728643.06,11414360754.09,497624904.59,-13098723.26,-96955.76,-5408471.91,3925.72,790.52
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",3018964026.49,15047126561.94,29528037388.35,1989790584.83,93194007.33,10157994.10,-1609265.03,2267.86,3066.07
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",-22931414.19,18507834061.28,28326883674.11,144721787.06,-37598634.41,10490068.16,1564551.60,1685.57,11855.16
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1659835747.28,6706216195.02,25254651268.67,980046728.23,85596631.99,7997681.89,-2084572.10,10915.44,4129.16
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",2373085298.43,8577944382.52,10015789201.73,1707714933.45,82301198.94,9762774.78,-7600755.69,7869.81,2110.88
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1009238741.45,25990149998.13,13854463715.89,2173008819.50,-48186751.40,-6309625.84,-969947.16,1470.66,6670.41
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",137506875.04,19889907807.67,24938791848.08,1108690511.06,17766520.47,-2062437.14,-5843295.94,8338.17,7671.99
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",12921136.88,14264714915.33,22740019452.56,1058371917.90,84819469.79,-6283903.04,-8543391.04,9699.79,9185.14
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1935543770.74,18371271316.88,27328370417.99,524638694.72,-48815021.24,-5469799.72,-5870163.73,10056.28,4634.66
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",498742971.00,19149787454.20,2526259478.83,461757650.98,14842704.23,10005813.82,-3916569.34,4852.16,8060.68
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",2026867389.91,15025634552.51,7262559368.55,397669917.61,61588773.02,11934796.11,-3076073.02,14062.62,5034.52
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1258737143.43,19416906779.94,13251292876.40,826528974.74,22570574.83,10244239.56,-8467443.26,10759.88,3768.57
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1007836518.32,9292038028.19,1076370011.08,357356860.52,8730477.08,-6112773.11,-9398742.21,1289.46,6785.38
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",2549574743.86,8840389592.83,18569291433.02,2712978037.59,41182820.53,-256942.64,-9869384.46,11609.71,11497.31
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",949890511.73,1631255519.99,20924525175.80,107063896.71,-41991308.88,9745859.65,-5772218.72,3394.57,7978.29
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",1976123230.45,22557109000.84,28152399603.57,124163715.20,16516818.56,-7457693.49,-6022069.77,2053.90,4485.61
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,4,"OBAL_CASH",277929039.53,13177886707.91,29004444478.14,432729926.97,-48559784.40,-7829323.52,1793193.14,197.87,4238.39
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",2534608328.78,26293099556.49,2080820164.46,-65155882.75,43240248.25,3442767.60,-1330994.30,3481.14,1148.43
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",1489632295.85,235580779.42,22884461646.88,469258941.42,95886394.03,7672618.94,1129025.41,8823.08,7423.69
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",-72533945.41,3286760343.89,8251945990.74,751133053.11,79481647.45,-3337916.96,-1458880.86,8283.92,8336.26
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",2946866299.22,2691550816.62,3627874892.15,205112276.41,85311698.23,7268382.59,-6165912.28,11456.98,3635.87
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",653583781.30,7469684267.21,807796813.46,1764700243.16,29894655.77,2895911.21,-7220479.70,6751.07,9622.81
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",1086968377.57,4954571550.70,29831665610.39,2438022430.79,15991703.04,-1857045.13,638478.84,4828.40,5193.85
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",170906489.69,17909911382.70,15650286358.57,824313356.20,44263693.16,6637814.53,-1792367.32,6027.50,11567.18
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",1371023388.32,30333611652.53,11505432264.27,1428447656.56,38187678.23,-5288593.08,-1048923.93,2729.47,5334.64
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",118513209.30,17375521548.15,26728235321.15,1451094960.36,17819558.48,-533158.08,-2980498.56,8297.98,5357.74
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",304315611.11,12620411459.91,1235024347.78,189019594.87,88327052.22,-3470287.18,-6814690.29,9120.06,7015.74
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",2254051686.57,811596710.91,18449469038.05,460075190.14,28796316.26,956330.66,360970.30,1342.76,10633.05
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",1816457771.00,8738888997.97,16159639347.87,120702468.80,7611703.02,10501991.84,-9904975.17,14011.00,3096.71
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",-81814932.04,15887291552.88,2480495279.06,104369307.34,16715108.43,-2934728.73,-7493808.30,10667.19,1860.91
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",2212410979.76,19453877050.05,6751514662.56,595036859.42,69596107.15,-5067859.42,-7855621.45,3989.71,11321.81
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",3079282827.38,28308508127.97,29752904003.49,385567569.57,93382618.38,-4702237.34,-5165904.49,3015.93,2640.87
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",583506771.82,27893772072.54,12457518687.68,520582802.09,94640842.27,7950819.54,-2548831.85,418.13,7219.01
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",3081102181.05,29625731951.79,24163564760.67,1008991173.83,26659732.15,6750792.07,-1003758.55,13629.84,10358.26
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",2301591799.53,15547924952.44,2940386530.22,833947500.45,15802631.81,5292538.48,-49756.76,3056.20,188.66
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",2100701858.77,1022264123.30,3621835174.42,2027832907.13,26913529.64,-294438.91,-8657667.51,10194.54,456.60
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,6,"OBAL_CASH",1579741923.36,14406901151.79,22063438523.99,2153432909.64,80309196.15,8729295.25,-3682528.34,828.88,647.89
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",527124479.32,10547093025.81,7424191903.89,1807384254.34,87392543.39,-4517115.87,260398.99,14303.11,5747.01
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1959945371.75,19767018259.22,29820291567.93,576197610.46,-42014705.44,7362003.67,1771890.15,7989.62,11852.30
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1047467835.19,9688531469.74,2892899217.63,1912385440.05,38435421.25,-7659050.05,-2955078.25,6157.06,7327.97
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",2276249782.20,10236931061.95,28094432891.45,2445058589.41,36219192.88,9208449.69,-3934166.14,7524.93,4701.79
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",862769696.84,13687943840.57,17669171460.46,2119284970.14,-16797491.58,11221175.55,-8540209.10,6352.61,10151.78
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",501940292.52,3111492554.42,10620186832.76,694179827.54,-9925042.03,-1135995.68,-1804740.96,15111.17,270.84
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",2475436292.13,12071610510.30,1625365082.62,714479551.58,42641184.01,-3028841.37,-5752884.46,5523.83,1260.98
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1617009447.38,5325957317.73,15762184705.86,301629172.13,-4027514.44,-3042049.49,-194391.58,2153.21,5418.01
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",911659856.47,25347711988.32,18981855189.34,1206614008.14,38917993.78,-3288432.14,-6531343.13,11023.50,10681.74
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",2395433481.27,25969918216.92,18334886778.32,2863993663.58,30634910.17,-6596149.71,-3449498.47,7709.45,6111.92
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1123236730.78,28409898344.47,12346062981.67,2483021758.64,46502386.73,5431501.37,755221.84,7760.26,4125.91
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",2377420021.06,7360014256.56,9004410733.60,2019603423.44,-38698629.75,8739002.66,772020.56,627.72,2299.82
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",-87609975.48,24633127492.18,16828474870.92,1971771265.22,58748127.05,-2088989.82,-2776780.81,8276.54,5669.39
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1175934926.05,20108705084.75,10245112064.50,1918166846.66,28563021.62,-7030082.12,366254.38,10911.09,7824.73
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",637026243.70,8083182842.32,4418242637.41,80533367.59,48252927.21,8879813.98,753713.06,2426.66,4334.90
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1390897561.12,12166993919.67,21130986563.13,941372545.19,57377164.01,-7520426.90,-4141705.20,5574.58,1967.66
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",341512229.48,20514683872.04,3154479640.85,1451542002.72,-7620987.35,-979641.38,-2892716.03,3802.77,5863.35
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1685238167.35,28185817197.98,13925003815.06,1313451421.27,-47891970.18,-7334147.39,-8590784.71,3641.87,4916.46
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",1524672253.53,9888027253.10,21746758064.22,2109186397.52,28696497.94,8152995.00,89474.59,7014.79,13138.80
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,8,"OBAL_CASH",2269946038.67,21012788414.85,9301340684.64,571557854.32,1343290.43,-1938251.99,-5731501.35,294.03,6158.19
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",249072202.04,11546022413.24,28645789302.77,1924519919.32,1979426.67,-7852711.53,-3630719.09,14910.88,971.93
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",1594041395.18,28925361879.53,23848327856.61,472697935.82,51104958.87,-7925801.34,-2907657.11,12414.06,3853.26
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",725838606.92,16169930714.44,11127826013.34,1340640699.27,95155645.88,-4098877.18,-3538382.37,6299.80,5578.08
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",2080339600.67,30154692922.49,4620361427.27,2437900823.52,-16665096.98,6806032.42,-7172744.59,1619.75,11600.55
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",44191134.32,6224644021.16,30905872841.00,2314392151.48,61860380.96,6632250.29,-9294568.04,2130.02,12320.68
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",1591547631.68,3368603831.84,23984888846.87,1901839587.62,50019524.44,1345841.22,-8793372.13,8486.93,6039.55
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",1945337394.15,4747720406.82,29847803740.64,-2510674.10,53902102.29,-3626119.97,-1678555.07,3923.05,6500.08
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",1686015292.37,3300866812.43,5054146270.61,1054323775.00,-17766477.54,-6151387.79,1797295.98,7771.45,5278.08
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",67495636.89,1559349880.64,4922322592.37,1037543519.50,-29960762.64,-4157426.78,143388.33,6260.42,6392.12
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",109005541.96,30181340076.72,24270365689.79,-51268033.71,81704701.21,3047863.41,-6191734.56,2420.47,4980.76
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",-36878763.48,16788721088.04,10045599604.37,1149594580.27,89241869.60,-2253624.90,-3658979.97,11042.37,5229.60
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",2022,10,"OBAL_CASH",2950170937.79,30797145427.51,4712179764.36,2150857719.78,51073488.27,-134026.44,-7020826.08,8544.91,4847.08
