business_id,year,month,extract_type,capex,revenue,expenditure,profit,ebitda,overheads,bank_charge_interest_paid,bank_charge_interest_received,total_assets,total_liabilities,net_asset_position,trade_debtors,trade_creditors
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,1,"MONTHLY_P&L",-52588146.14,4983447657.19,3437386989.51,178632232033.70,196477553153.97,-545348564.25,17384336.35,39484986.45,157395187.39,16341324702.42,12749643040.32,559414379.54,-911817629.78
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,1,"MONTHLY_P&L",316754000.86,46831450032.42,1078149267.62,88785113835.95,29614638700.14,231457094.22,21251605.01,23501735.24,235454709.39,18714626393.37,23006926725.74,1361430214.72,-650308426.72
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,1,"MONTHLY_P&L",75542620.70,96590306121.22,2657283557.15,13784938984.37,93263314561.55,-1940040980.75,4077708.60,29507112.72,68294507.01,19505556025.78,74289416755.46,-342171068.29,240294151.13
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,1,"MONTHLY_P&L",286271362.17,131949958300.71,1642243109.14,38929746223.35,103527026963.64,-1991053139.02,44667447.28,17115196.96,205619624.64,19986132767.58,133907626289.92,32069940.92,-548825485.11
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,1,"MONTHLY_P&L",263198466.02,102052628519.42,594043795.57,168411923533.13,197340822286.77,-1730518217.34,15419032.80,10231306.32,42333308.54,19146131455.46,156376126084.69,267138056.56,66597482.18
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,1,"MONTHLY_P&L",403296868.27,137121376527.25,2885186421.40,55723077680.36,181552240134.76,-798809481.97,2858045.22,20447213.91,43257266.61,14878445086.72,41982950340.95,-151496074.49,177032160.84
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",-7014565.59,42569263725.33,1564956471.90,37255916087.66,45015837340.00,16900689.48,25907972.40,7755503.70,121821696.29,12881765830.78,163559704732.14,578121648.55,-1168967150.96
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",12435486.82,48794457183.00,2130024292.24,141562294919.30,28925501034.45,-1006059535.91,30997384.51,45521956.83,129925048.62,1397572283.23,145778309569.94,985616336.62,-337292116.94
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",229873414.90,62522976008.88,1471016512.83,109509183935.92,92699112715.00,-549953068.74,1215798.54,24316950.46,115160109.01,38160491535.27,211233963729.03,2084911363.46,-649856293.68
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",272090126.11,152490960377.10,3082750151.65,102912421758.56,102193951156.72,-995531263.73,41291104.03,38764038.23,152363534.30,43105980044.19,156338116370.75,1409729784.78,-1136576099.01
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",368086284.42,207928147530.37,654187741.28,158102769370.86,126207683961.79,-1076933117.40,31133137.48,66438577.06,101178416.08,-1199478828.58,63776415411.72,437534988.70,-3295542.63
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",432334652.40,7862884759.14,2118478299.52,126941249455.29,47618452792.10,-1955046329.11,41645467.49,14490805.44,15688460.41,5314000101.59,58969642335.68,1011199530.06,-277420423.60
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",666353287.67,87849337550.93,950542604.83,78864759907.33,144755726818.80,-383119294.52,38774833.24,16966691.00,138164453.72,6653905935.55,128483588636.93,673435753.86,-92932456.85
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",278212388.09,184442276787.42,2384155281.45,6046914379.75,47001374326.65,-1055503130.16,1357573.54,68833667.72,248299945.10,30288613021.66,219545934011.83,180075401.50,-728036782.80
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",380758325.52,53919952369.47,3991494609.33,20880476257.77,109913712613.81,-1337701789.91,35296364.11,3713136.65,190397507.21,11650423629.48,91057036482.64,117966087.81,189331293.94
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",52423780.27,101180596431.09,480396408.85,55140706.37,68269627434.90,-351661520.56,27491485.36,22500238.83,69945020.92,15570486075.94,538194261.34,1264850841.57,-1118795366.44
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",63542338.04,163077997514.22,1002096004.69,158596524911.60,197331393930.49,255728708.19,3290208.56,75824123.96,39099039.72,17175676605.12,95116149648.28,684785321.04,-1319186700.58
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",16826870.80,52349285296.81,2831043828.33,163151843383.10,8572176169.77,-1259868987.12,43170043.49,61348832.21,111233042.09,12228473083.10,116269188503.22,612211233.36,134035757.85
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",134167548.35,94551559225.64,3665682111.64,117229407309.21,3003797720.32,-1975846521.75,37648170.04,53217523.05,242663225.99,26383036360.69,214084683495.26,673674632.17,48526424.91
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",133672710.04,80804077875.78,869551006.61,64754666841.05,11738771556.70,-782613617.39,45496190.92,30181307.81,50187384.56,26961356816.87,153809562403.87,563031629.77,-417288929.62
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",165168669.65,195948876510.28,595266281.41,42408830956.11,15635368851.47,-1609006997.83,13515244.50,70344204.40,111048761.56,3574214687.95,10958155055.94,-215814485.99,77062531.63
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",533527923.49,89479397735.90,2982392708.23,84101256057.06,1498613921.02,-907038262.18,5735027.64,10596373.55,109500638.45,31001121500.12,91089513576.02,1678203288.89,-236978749.47
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",606854580.69,69139344093.47,3539451651.75,132331053466.56,158996987869.71,278888826.91,18067476.01,45013688.60,9251534.33,14566024394.91,161308201863.50,2140628399.62,86135540.94
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",-54128274.71,58898268316.22,3314626660.89,12569945046.00,88555887732.68,-936786764.70,12291503.88,22012242.82,56241985.14,41597523235.47,81037881572.89,136006003.99,43715369.11
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",-58807610.27,170045700417.02,2487988383.98,127834601740.21,150974218893.23,159091896.90,40296183.01,28385999.55,117761390.53,-1269346812.66,91449519114.81,1537474619.52,-192535419.25
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,3,"MONTHLY_P&L",343354749.20,167189387258.32,394297490.46,113103311450.26,56491020014.17,-871512384.22,4858204.29,62160319.08,176512702.09,12478211084.87,94856769536.13,125013142.26,-1055704684.85
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",282612983.31,40930283216.60,685006295.23,202721776633.96,213783977021.80,-1075060579.59,48883604.54,61318399.04,167612293.41,32291567905.49,120294455871.48,1409066923.10,-772786118.16
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",529789955.30,95961952662.26,75959338.74,41463222767.94,72188379966.88,-1665784649.98,30518757.00,41609059.58,142945115.09,24189968291.95,136384698090.33,312514897.69,-1292626141.76
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",154942999.45,123920397879.38,3672079033.64,100998113334.15,205839236269.28,-581507447.21,46330692.34,42964125.20,38520713.27,7035371199.36,119263766847.36,880289691.78,232488923.53
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",413141296.55,135674103258.84,415406004.01,158270443898.19,53244651799.37,-245326920.97,26564916.24,80510360.50,79129701.48,34659918794.50,27139273264.61,1008433570.90,-1259829711.51
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",211954359.40,136462588603.78,2678829558.06,82586617199.90,75609374210.03,-2228191852.35,19992395.31,55212214.89,194916895.42,30193037862.66,4882110369.56,945603260.33,221939350.63
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",528117161.27,127680943696.72,2238580917.44,73343309651.97,13637834973.33,-1108313905.48,16013368.52,63700539.91,171060377.69,18569458107.86,219167757604.77,1995999179.34,-572043349.75
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",538152506.18,93085973232.07,1712806573.31,109670981645.87,128417798267.88,129731367.93,39354600.41,7113740.10,117442306.85,15667240190.36,112056774442.83,542448613.70,-811082510.16
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",348068673.11,49598288455.95,1637874005.89,29290549217.00,34343460589.47,227552630.13,31252558.46,45039963.63,52317146.14,24950563016.53,168256712692.03,633983590.16,103182098.79
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",696688711.36,12768327661.68,3980821530.57,62830573840.08,33787380454.67,-1034635285.45,27943603.03,16286463.29,255035205.47,39139508465.57,125349276408.59,1515282379.30,-1256912979.56
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",391699554.87,141578130656.09,2335364069.61,188492061703.58,5907381729.46,-87258275.55,26044383.12,5114224.31,3585255.20,30553036065.72,166121333979.64,571960710.70,-950614947.34
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",125753302.26,95575458266.83,3087427399.02,49994359952.62,6652254239.65,-1995733554.65,45536743.04,62744365.71,27013538.96,37910689407.47,185781127083.75,535863507.30,-648332540.79
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",83496773.78,92822988557.76,1477514354.01,215372012616.25,169193770369.92,-1378837518.22,49275918.40,35137786.36,67468023.08,42094625462.07,148406017137.47,1090678281.15,-513707988.31
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",636668407.29,39280575940.89,2742697521.71,152116068226.77,26565625682.99,-1210555396.49,23396832.43,2819955.86,198549115.87,40352011203.56,201372362672.21,1673822978.95,-1358329690.91
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",637531171.80,43381695943.07,2777653766.28,47590287183.22,209091564613.77,-743721191.51,16470742.81,34157876.43,122130314.62,32777025536.52,112098852509.65,1747599340.39,-614702880.87
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",33825689.51,174207829607.63,1188110145.84,130707836091.13,216005755948.31,-1429102106.28,30573883.77,38784011.71,182275717.55,41033249865.49,95845752274.35,-409294144.88,-1165144053.71
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",98965666.26,76138153251.59,3155180153.92,27647644668.58,131700144170.74,251915651.06,32181670.78,7833269.27,110284655.54,39541467843.49,31840529528.17,1552245724.23,-1315582672.24
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",514266647.40,39336857800.47,3467719807.01,145503029235.51,166864763779.90,-1145710049.32,17713233.06,77819748.83,236261271.95,7284882689.25,126438606098.54,2037854025.85,-267987740.48
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",156794191.38,96977207599.71,874124235.49,68915092059.24,22191208919.40,-540016336.49,41831832.00,48540254.60,138746106.21,40538240710.92,124992966604.53,580975327.89,83853505.51
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",20060251.19,73909707025.28,1258753567.10,59489375039.41,172480834448.43,12329056.53,31270597.28,53628746.48,171485671.89,2272687134.55,14057295610.94,1232258684.34,-1171864806.89
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,5,"MONTHLY_P&L",95063931.73,150560665089.90,2655891088.10,170845366550.43,101858956938.08,-959859081.02,21267832.40,52721916.40,177852271.64,33995595414.06,55687850734.35,684123092.65,-210400473.62
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",122918153.76,101193362167.82,3257103416.77,155740946864.27,181166495447.26,142522860.29,15553833.34,45392144.36,33848235.40,24466045107.96,68359715395.39,-177522732.58,-1236221391.29
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",202595702.76,103250483589.31,2123119824.07,161388112947.61,153960296774.34,-246916164.10,48996784.67,55365875.29,47490137.35,10345867686.00,53877154978.81,1804453.86,-1094136839.29
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",110940212.63,148937677761.32,881964377.62,101036398255.86,19548347520.58,-723818483.70,48443160.97,7459635.34,108277004.18,36771778813.37,187544406562.15,1000236115.32,-1001694577.23
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",6543469.21,26151894960.10,13763225.39,100972390108.33,70208603186.84,-147537654.92,40212931.06,54314419.93,75703690.83,20553111894.11,211804846388.97,518030287.23,121222745.45
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",698119812.61,151125198714.66,533179971.52,192270841654.60,155853963636.22,-391538729.84,7736445.05,6849219.01,63994928.12,-1241878003.94,78920131950.20,890924205.52,-272234535.00
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",609563350.48,35566716441.44,2797689561.15,183072766594.42,193332923738.91,-2351820065.11,33851803.60,20644375.21,115894125.84,30709750895.19,32367990735.84,1953948091.87,-895533154.39
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",95676880.82,157214267412.09,2740204490.16,1907545453.26,154528117012.94,-1528668223.24,39802529.87,76034973.07,262534387.89,16296527054.95,11005570141.13,-234992374.08,-1349144702.67
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",-5810315.95,122224063237.68,2506515712.68,160226449076.02,209411312443.97,-751087214.85,240613.84,21290644.64,196861855.46,2691110911.86,35418773609.36,844410839.92,151499914.89
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",643890806.80,100778058281.19,1333279164.05,177632233335.28,88334640892.86,-1651192978.20,32302044.20,74190283.74,132872035.66,39994192938.05,161811496950.83,-93196647.77,71591672.59
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",431406254.56,82947352730.33,601851445.46,68880654102.17,134492773430.84,-1668700506.37,9699637.48,43900440.52,114260340.45,31977312277.58,-3528905996.35,1051081424.41,320704978.71
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",428103194.08,81592285476.38,2420020992.15,114512161526.03,24372901422.59,-1424308277.18,14080481.92,1177241.59,260249833.77,6859064079.73,203128794604.21,108104296.09,-346463099.69
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",372671695.71,128832833486.69,1178127090.56,213858925065.41,77902808259.79,-428049953.16,47521582.59,6405049.27,32501019.62,19655632187.39,132836112358.45,523817692.15,-879195368.18
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",407059444.77,206491640998.29,2658161696.43,41199970009.67,197725929796.46,-284205059.23,3982517.38,55282319.67,169688902.74,32419644546.42,159363880527.13,-39725895.81,56988833.33
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",512400934.11,198338878768.74,398630549.12,163697531302.03,61435332182.99,-2345534461.22,36076307.83,60342771.92,57166289.21,38009676849.70,87871491202.03,1166922161.02,-821289954.99
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",109792854.42,108765353921.62,3286932629.07,53720096940.39,78214331956.30,-1857995670.62,28565669.31,68935608.44,238510360.05,33264982410.90,180921373409.22,839227157.06,-1198385385.27
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",321555155.81,133713652384.59,3502259284.81,46672088268.19,48384184375.04,30468288.89,11511588.68,3458775.82,96063276.58,24079888829.67,96250584661.62,413119931.64,-1104279424.32
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",26113485.03,22965794403.71,2780636536.90,103259356171.75,97223794842.53,-1557240909.82,12994735.77,60153512.55,217923991.70,20260568391.75,149737407708.11,1241932130.79,-186590974.10
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",-6760785.70,170920271423.70,2536154547.39,182052771969.25,8580865574.97,237544355.92,48504869.71,33653162.54,80436865.86,39828759651.01,56638934551.39,1568500689.24,300714633.38
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",46749037.41,22914004164.89,3295632823.67,175114016552.11,191717843205.88,229844405.56,40718693.07,32641811.69,255961761.28,23187445205.46,76621194963.92,1581544854.36,129760757.26
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,7,"MONTHLY_P&L",543236014.09,158896147342.68,2429849121.98,153031385916.30,94991548835.60,-836468207.57,13249708.73,20296472.68,168340896.59,23411150776.08,142967106988.66,2058105467.53,-249019134.72
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",292195920.72,27809427760.64,2091650484.69,6758586395.63,131483773016.09,-2276604612.76,532739.58,37665375.73,208294189.75,31756828968.14,13977579940.49,348082269.11,-127024362.49
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",603634931.94,55870900296.98,2217542711.09,-55407858.24,102763414410.92,140964280.25,49392995.36,42183275.44,123892250.77,40033040676.44,176673173502.80,310534046.55,-1190287089.54
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",589644361.14,139570909614.31,2476112693.27,29506354750.73,117528263334.23,-546988159.52,18630714.24,11453130.09,220836675.33,40342090049.94,148949578426.53,388123544.81,156418103.27
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",132601806.87,40870938296.32,284838198.81,7744336923.28,124887637322.93,-1997439277.69,1837257.04,36464296.64,206485097.28,42102680430.96,45224269161.49,46683824.36,-1263213819.72
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",-38532455.16,124975252101.50,3803454251.43,567343325.61,4238570740.88,-2346722819.72,24344165.92,59351852.35,116403808.23,42604729442.09,40990962440.18,1643350257.78,-589708959.95
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",349761026.74,141424669190.67,2927240782.97,199687485347.48,96537870119.65,-476215159.69,35947965.17,14491654.79,85366960.70,2020308420.14,84034591906.78,277928274.48,247742101.82
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",678971266.53,101292010477.68,3148766600.69,57972590057.91,82020709623.02,-1218868738.30,22436616.71,6626549.99,94117170.49,30989674066.80,106582765884.68,-324007993.54,171068507.29
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",76407396.35,25845945759.12,1515545617.24,93687449191.28,118944678108.66,-488350424.61,1868640.32,74632342.49,221600844.56,24675922774.93,100676610918.55,310104352.76,-1195901084.82
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",349536978.99,148236636822.20,1350233221.50,5092800888.59,106287590228.87,-372665190.71,38251921.06,23516852.95,218389048.91,25205709583.35,47537136970.10,885429208.09,-688364746.19
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",65503985.80,77730813890.17,3778914472.60,32099172817.87,80296304737.92,-1109262668.94,31971700.79,50774091.21,73939306.24,43968926208.41,101958062768.54,592209683.50,189932644.91
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",549758501.55,208303840730.90,1721609809.57,210585399548.32,163204099280.46,-2281237734.63,26039699.27,57262958.47,49796248.86,35266535121.90,18655092904.75,526073712.23,-392163518.53
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",331058712.08,9614957542.57,169611916.38,40453533199.79,148301673136.80,-2050969803.05,18722486.27,30800854.68,151017023.59,23384827730.44,108890360394.82,503657138.41,-1027808485.01
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",500487222.11,59122516886.05,3222753965.90,166399436670.61,16676745950.72,-1019682752.40,12358886.88,45078471.77,48879926.38,930471234.77,78718746987.53,1724086084.30,246080582.62
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",614967333.63,214927680527.77,3487173437.79,198688269060.89,106480170198.72,-1862855455.23,19728214.00,82052596.91,21874148.47,27347238706.67,148166679465.03,-272576897.92,-148372094.24
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",681659040.12,196054131698.81,3424444926.12,47873761059.86,196556681990.66,-1278956495.41,9321625.04,14300847.90,127367204.11,11794639823.71,11299557109.35,-388177774.25,263936908.99
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",-8756537.91,138165436142.77,429566986.69,171612218026.89,3435656028.59,-1423018418.92,14697231.94,53070397.86,100278522.56,3360804545.29,16046500085.69,565838659.41,218453978.40
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",123558196.42,139054119550.34,161223199.94,209555500959.48,81557917093.49,23421774.46,35622426.24,22818739.82,82774841.45,13402861226.94,142213748836.88,407606371.30,-131785579.01
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",-34509771.88,196110207755.85,1729470440.20,36552220728.25,8575331743.39,-528265826.92,9607148.50,75316246.14,133443668.88,4388361910.36,173738805365.43,1715057169.70,-1210067530.39
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",123493261.04,153457663136.80,3381081164.64,207156677729.77,98208969687.45,176981373.92,12546140.93,60521978.82,182693471.86,40084773015.40,113557308405.75,290893652.59,-1068559623.91
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,9,"MONTHLY_P&L",70271157.88,92556531781.02,1762225650.34,217447884655.38,176331614650.68,-152954916.51,18036094.47,43498915.90,22055894.88,24793033628.35,12025962599.76,1839226498.36,-385297099.06
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",153440092.46,47234897948.74,3532516588.00,48989631155.50,11242401705.87,-176338435.11,43303101.92,29279922.67,222820156.76,43423625514.07,107479474880.55,1077579093.07,144040817.55
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",572655742.13,200387697608.53,2485063985.67,152886169447.75,70605132358.03,-86598969.40,47247300.07,66652024.55,247478524.96,13424353747.25,95475377221.61,2111411136.44,-285350642.62
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",458787995.03,53067809174.82,220877518.09,150718094143.01,130273686424.14,-2241967324.44,18689265.42,14314586.15,87598790.46,11352107671.12,180063874100.82,1415835232.64,167797916.29
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",219237932.16,17253918914.64,684506461.50,134596888484.64,160387421577.99,148543739.15,26872122.97,48629081.07,112202333.94,22594040169.79,181589411839.98,1535457936.14,-737902400.56
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",275227379.11,215643471958.75,12303146.11,178722691046.48,101636787681.15,-1600735637.61,19077818.19,3208279.32,20984285.84,22795440846.94,9369788047.30,-278443207.05,310630123.39
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",612669743.37,186857338480.41,3272693944.18,177939002693.22,93504942443.25,90038266.40,19656548.92,17481321.23,173268604.59,5055443305.98,59960386304.64,304169056.50,-378633510.45
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",-44019460.42,98848829536.62,347785506.98,9496500727.71,16012277937.04,-2293460784.66,12352490.12,64597854.63,26557223.84,9648622567.68,3370261695.81,-23488402.19,320094963.74
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",2022,11,"MONTHLY_P&L",-10485161.81,77439774418.18,3378490652.68,25518421236.66,127721843739.44,-1875014407.63,46363222.11,73146405.82,11792980.74,6657000998.40,116265028592.73,1820805257.61,219519646.37
