business_id,year,month,extract_type,total_vat_on_purchases,total_vat_on_sales,total_vat_paid_to_hmrc
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",1980666057.17,37703627557.12,11293726.44
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",2126983836.29,13619397236.87,45064167.78
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",121482073.40,30050784199.21,33557326.62
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",1455821420.65,7761316144.83,3083042.75
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",372438892.09,1104254466.63,-4012303.48
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",766122076.72,19886769214.66,29699958.77
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",1575014149.11,36888672807.19,2401150.64
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",1468097682.12,4561791933.83,27241037.70
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",1952874929.52,25240039595.24,37692629.60
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,2,"OBAL_VAT",823738666.36,35595571498.01,-2505222.00
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1539063017.62,15869865164.94,33818072.83
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1812742246.44,12969812158.98,-12159824.61
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",27875674.00,29957925310.83,5011461.89
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1791580926.44,21604152406.12,36177469.71
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1955358923.89,42177221667.22,40758731.21
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",2030577892.36,26760020047.25,3340462.92
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",695363053.36,20461729490.34,-8039183.08
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",185224870.42,1751153807.81,11282316.50
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",208186166.84,40232262704.80,37009122.21
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1107758917.36,15951371332.85,5946108.56
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",833426136.26,1806183745.95,-5755045.26
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1941473724.76,19339975673.79,18350819.63
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",609079069.58,26868023948.36,42871694.62
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1655769256.39,41249226577.11,13228983.75
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",2167877706.89,4518978945.74,43509763.76
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",232119765.18,20029119037.06,83925.31
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",840577055.87,39359072959.43,39688201.77
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1428904461.83,11042938007.98,17283283.11
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",524034915.36,26651948517.97,2264038.22
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,4,"OBAL_VAT",1946012978.03,16661875003.04,18980520.73
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",1408864390.85,38135099358.14,28638426.32
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",1869152860.54,39580497578.08,30038483.57
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",374444315.90,41909365705.99,38641518.72
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",443518733.17,8885211299.46,35512101.67
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",975037057.53,38754437859.34,36992765.11
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",280097075.59,18727227096.37,14120101.62
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",1433946700.54,30812767418.89,3236271.51
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",1898420430.64,8734290124.25,17861708.89
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",2122401188.51,3669972311.65,26426143.81
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",265030516.01,43046556462.33,22130833.68
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",698342257.81,21523245562.46,17920217.85
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",1544940527.19,11199138908.96,20557756.65
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",1050527130.50,25036888767.76,17252649.85
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",732875421.50,26440585132.55,34316092.58
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",2083641894.03,26195677829.76,25362368.17
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",114210882.47,17279188492.98,35034672.48
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",262474926.18,21949494128.77,18569551.61
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",809593177.02,37020461862.42,6114780.65
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",1512558928.79,13560279102.69,37748347.64
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,6,"OBAL_VAT",2151638199.22,44094018464.42,-5339620.49
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",2098738908.08,40998912260.45,42475820.62
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1161792049.11,17308747100.95,15199056.88
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",2128469183.89,7753110266.44,-295612.20
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1843365555.62,18336975173.72,-6257339.71
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",505045920.14,19166111008.64,22764250.06
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1228422284.95,8282713998.67,18932408.95
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1937462457.14,26631580156.35,36397000.50
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",419166842.91,4088413957.26,27519220.81
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",167449732.25,25269719618.40,-4625439.25
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1971851184.88,13997213249.69,21129223.12
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1246075562.62,17169505584.65,-962460.58
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",2179055055.87,37090761481.12,7454031.09
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1887443102.95,27702711016.21,10188258.21
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",190753658.21,42876957984.03,-10069634.09
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",196251693.45,20684133103.50,37572137.48
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1812835459.27,37194372486.70,26133992.73
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",140787033.81,37379463276.56,28774416.52
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1643141050.98,17965757919.25,8117941.70
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1989238752.24,37962026653.01,9788534.41
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,8,"OBAL_VAT",1531619351.65,13206336631.29,39362742.48
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1654177190.07,9147092618.94,-11281319.96
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",98802394.15,10453038219.68,31328207.20
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1169483627.46,31779259979.21,18458266.77
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",2046258767.53,32051230241.67,9298707.58
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1322114644.20,30020698130.98,24514965.69
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",49530654.66,44086061279.23,11712320.69
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1919034604.23,17407457494.36,8014250.25
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1480510046.10,25743077446.62,-12158544.19
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",2042106227.25,32125452528.63,17034570.66
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",801286594.92,13931454047.76,32527905.35
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1312073970.12,38212688046.78,25775484.62
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1740000017.20,13960099213.69,29488748.90
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1705406902.57,18761614707.52,-1858578.17
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",280370895.53,25262139230.71,23565906.74
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1030361984.48,38479381154.62,29103099.72
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",367815197.15,2754925822.37,7153149.00
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",1734463094.62,25820090732.75,24391093.75
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",293257455.15,33806772293.49,-9645323.88
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",2079296251.69,28893305135.15,34978226.91
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,10,"OBAL_VAT",2183810371.05,17957691730.48,19730310.81
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",679157269.99,37269745683.59,18054524.36
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",2151109274.71,39500052391.68,23241701.12
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",779415044.72,31782750703.93,18487378.89
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",2056468279.06,38219597001.88,-5526710.01
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1483481524.84,16541023917.53,1523896.50
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1737728094.28,18332699789.97,20780804.17
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1698607576.33,42630163275.75,11586857.94
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",701829308.33,2377864107.68,30198141.34
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1204210553.30,16376291832.65,45373614.42
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",189042749.71,9069429356.97,36832269.07
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",869839517.54,17978400637.35,9985611.95
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1510045576.38,6182502939.88,24503146.74
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1501177104.98,17168611223.43,8046898.36
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",525700970.04,11602707419.02,10413902.59
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1201390869.49,2605941618.99,36467176.68
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",2073219503.88,1259925290.84,-2878162.22
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",1635749003.23,22897487140.46,38609338.06
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",704218713.57,20957777776.38,-11177573.05
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",809077.65,8101718369.47,1404032.19
"305c2e467959168beca41e718ccb5ee33f8f1795c870a041e2b3427d0d920b04",2021,12,"OBAL_VAT",172653329.18,3060287331.78,35235686.77
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",650370177.74,7466093847.42,19945377.26
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1951634928.26,27520306904.89,-9069615.06
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",590158158.86,3470395960.51,18445597.42
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1301478863.55,42852732833.95,35145669.47
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",458372570.47,10085370919.55,1102703.24
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1506161097.04,16842922891.28,20177546.25
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",4884812.82,25988882118.27,31399221.81
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1780586547.04,15727310947.46,-5471363.75
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1922264230.16,17148291691.33,22571251.21
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1422942753.08,12506873301.47,43884484.68
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",220294087.72,3642830694.62,41417960.03
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",521286347.97,39875366218.23,22017138.99
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",-655971.61,43925883717.28,27952310.50
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1541970189.44,1712336503.56,16086153.15
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",442543606.41,10692115133.07,937698.49
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1996902306.73,39929123101.61,43103555.58
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1011369107.76,15007666861.75,26629853.75
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",469166808.15,5179025920.96,13559506.40
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1401688042.63,23475365009.57,-9843250.90
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,1,"MONTHLY_VAT",1121034602.45,25858838502.95,30954963.81
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",829859326.34,18093553467.74,6689005.82
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1197872988.00,11816958641.73,16774648.56
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1372217769.84,43134807299.09,21534664.81
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1198288745.57,36702174731.38,-4113685.38
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",2003138776.14,16544362388.36,20735199.17
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1075010960.98,21882238070.58,-9700410.05
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1611751870.32,8129039967.37,23359581.78
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1394530540.44,16474631147.93,39462890.88
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1285009074.84,27826689665.25,-11829308.42
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",504808305.41,5080221258.08,22080201.86
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1724136021.11,13707554065.75,33794824.09
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1098708096.77,36679790529.61,-4097042.47
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1331577810.01,26646694510.41,14550208.33
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",2123147070.56,43338897627.44,45771934.92
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",501923866.46,41832066986.21,23005728.59
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",1868969091.28,34833434148.87,44264379.04
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",569935951.74,20626084497.88,17384442.92
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",432451423.21,22870565339.42,31278143.76
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",124868000.73,31011324514.68,6154735.92
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,3,"MONTHLY_VAT",482799918.20,21191199885.61,37167826.20
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",120445078.22,10888069911.90,44960536.54
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",318981452.63,25572525238.61,3552412.69
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",858914063.14,3316155162.03,2775498.11
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",1409457221.40,33264291503.87,31682176.09
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",7036464.46,32837793644.18,15959444.81
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",19364501.76,39737339993.14,-11159715.57
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",494360057.98,8109617794.67,45657662.56
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",1337366706.29,24556695511.18,43553804.33
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",2144622343.47,9965231217.89,10285835.66
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",563138668.87,34928465005.96,20252475.54
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",1263232207.47,9331699279.79,45318174.17
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",1180633851.50,4913623869.17,20785235.57
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",301086264.04,15724526250.61,7528427.42
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",13999484.15,33091162941.84,21808639.21
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",26114777.42,17051887102.08,12773620.09
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",416224980.31,28435630023.94,38685757.51
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",1422871689.24,24858096089.67,44042107.67
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",118259987.34,24674318784.98,11179047.06
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",2121815684.36,42831617134.74,32200458.24
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,5,"MONTHLY_VAT",1994193679.08,15544457381.59,6206537.38
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",907681162.84,15588376690.66,3087112.56
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1776667064.30,42303904773.58,-7044175.03
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",836249599.27,38231566178.94,20587793.86
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",793100885.42,34662324819.61,3725430.58
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",731545355.38,19518312306.48,43932309.47
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",990720627.68,41860541698.87,35874568.12
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1639897692.47,35948605550.59,38456330.56
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1461356384.68,5163790315.74,43857190.95
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1767509403.78,32367369409.93,-11132818.07
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",234689212.07,32802041756.39,-2854609.92
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",2074947433.52,28338478782.20,37145768.45
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",405127814.08,15531940695.65,14707820.99
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1446892479.11,18730185124.19,3323709.50
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1571418626.47,8570153102.54,23660173.09
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",2007701774.97,32474975204.47,23914308.84
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",991931094.48,29283098458.41,37657896.46
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1027479531.79,2627617.85,11182230.33
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",2021,7,"MONTHLY_VAT",1747899691.09,42935317539.09,-10255073.46
